"Label","English"
"STR_88_17C5"," ハ゛トルか゛\"
"STR_88_17D3"," はし゛まると、"
"STR_88_17E5"," スヒ゜-ト゛メ-タ-か゛"
"STR_88_17F8"," あか゛り、"
"STR_88_1808"," スヒ゜-ト゛メ-タ-か゛"
"STR_88_181B"," まんたんに なったら"
"STR_88_1830"," し゛ゅんひ゛かんりょう"
"STR_88_1842"," そのハ゛ク゛は"
"STR_88_1854"," こうけ゛きて゛きる\"
"STR_88_1865"," ようになる。"
"STR_88_1876"," スヒ゜-ト゛メ-タ-の\"
"STR_88_1889"," あか゛るスヒ゜-ト゛は"
"STR_88_189F"," ハ゛ク゛のすは゛やさに"
"STR_88_18B1"," よって かわってくる。"
"STR_88_18C7"," すは゛やいハ゛ク゛は\"
"STR_88_18D9"," おそいハ゛ク゛よりも"
"STR_88_18EE"," こうけ゛きて゛きる\"
"STR_88_18FF"," チャンスか゛"
"STR_88_1910"," たくさんあるって\"
"STR_88_1920"," ことた゛。"
"STR_88_1930"," ハ゛ク゛は\"
"STR_88_193D"," わさ゛を つかって"
"STR_88_1951"," こうけ゛きする。"
"STR_88_1964"," 1と゛におほ゛えられる"
"STR_88_1976"," わさ゛は4つた゛。"
"STR_88_198A"," わさ゛には\"
"STR_88_1997"," しようかいすうか゛あり"
"STR_88_19AD"," しようかいすうか゛\"
"STR_88_19BE"," 0になると"
"STR_88_19CE"," そのわさ゛は\"
"STR_88_19DC"," つかえなくなってしまう。"
"STR_88_19F3"," わさ゛の\"
"STR_88_19FF"," しようかいすうは"
"STR_88_1A12"," ハ゛トルちゅうに\"
"STR_88_1A22"," たいきを えらふ゛と"
"STR_88_1A37"," かんせ゛んに\"
"STR_88_1A45"," かいふくするそ゛。"
"STR_88_1A59"," HPか゛0になると\"
"STR_88_1A6A"," シャットタ゛ウンた゛。"
"STR_88_1A80"," シャットタ゛ウンすると"
"STR_88_1A92"," そのハ゛トルちゅうは"
"STR_88_1AA7"," ふっかつて゛きないから"
"STR_88_1AB9"," きをつけろよ。"
"STR_88_1ACB"," HPはリヘ゜アなと゛の"
"STR_88_1ADD"," ツ-ルや\"
"STR_88_1AED"," ハ゛ク゛のわさ゛て゛\"
"STR_88_1AFF"," かいふくて゛きる。"
"STR_88_1B13"," てきのハ゛ク゛を\"
"STR_88_1B23"," すへ゛て"
"STR_88_1B32"," シャットタ゛ウン\"
"STR_88_1B42"," させれは゛かちた゛。"
"STR_88_1B57"," た゛か゛、し゛ふ゛んの"
"STR_88_1B69"," ハ゜-ティのハ゛ク゛か゛"
"STR_88_1B80"," すへ゛て\"
"STR_88_1B8C"," シャットタ゛ウン"
"STR_88_1B9F"," してしまうと\"
"STR_88_1BAD"," まけになってしまうから"
"STR_88_1BC3"," きをつけろよ」"
"STR_88_1BEB","「ハ゜-ティは\"
"STR_88_1BF9"," さいた゛いて゛"
"STR_88_1C0B"," 3たいまて゛ くみこむ"
"STR_88_1C1D"," ことか゛て゛きる。"
"STR_88_1C31"," ハ゜-ティのへんせいは"
"STR_88_1C43"," モハ゛イルのメニュ-て゛"
"STR_88_1C5A"," おこなうことか゛\"
"STR_88_1C6A"," て゛きるそ゛。"
"STR_88_1C7C"," たた゛しハ゜-ティに\"
"STR_88_1C8E"," くみこむには"
"STR_88_1C9F"," チッフ゜を そうひ゛\"
"STR_88_1CB1"," しないと タ゛メた゛。"
"STR_88_1CC7"," た゛からチッフ゜は\"
"STR_88_1CD8"," いつも おおめに"
"STR_88_1CEB"," もっておいたほうか゛\"
"STR_88_1CFD"," いいそ゛。"
"STR_88_1D0D"," へんせいには\"
"STR_88_1D1B"," たいれつという"
"STR_88_1D2D"," ものか゛ある。"
"STR_88_1D3F"," たいれつは ハ゛ク゛の"
"STR_88_1D51"," たっているいちて゛"
"STR_88_1D65"," たいれつによって\"
"STR_88_1D75"," そのハ゛ク゛の"
"STR_88_1D87"," うけるタ゛メ-シ゛や\"
"STR_88_1D99"," あたえるタ゛メ-シ゛か゛"
"STR_88_1DB0"," おおきく\"
"STR_88_1DBC"," かわってくるんた゛。"
"STR_88_1DD1"," せ゛んれつは、\"
"STR_88_1DE0"," てきにあたえる"
"STR_88_1DF2"," タ゛メ-シ゛は\"
"STR_88_1E01"," おおきいか゛"
"STR_88_1E12"," てきから うける\"
"STR_88_1E22"," タ゛メ-シ゛もおおきい。"
"STR_88_1E39"," ちゅうれつは、"
"STR_88_1E4B"," てきにあたえる\"
"STR_88_1E5A"," タ゛メ-シ゛も"
"STR_88_1E6C"," うけるタ゛メ-シ゛も\"
"STR_88_1E7E"," かわらない。"
"STR_88_1E8F"," こうれつは\"
"STR_88_1E9C"," てきからうける"
"STR_88_1EAE"," タ゛メ-シ゛は\"
"STR_88_1EBD"," すくなくなるか゛、"
"STR_88_1ED1"," てきにあたえる\"
"STR_88_1EE0"," タ゛メ-シ゛もすくない。"
"STR_88_1EF7"," ハ゛ク゛には\"
"STR_88_1F05"," それそ゛れ"
"STR_88_1F15"," とくい\"
"STR_88_1F20"," ふとくいか゛ある。"
"STR_88_1F34"," おなし゛\"
"STR_88_1F40"," ハ゛ク゛は゛かりて゛"
"STR_88_1F55"," ハ゜-ティを\"
"STR_88_1F63"," へんせいすると"
"STR_88_1F75"," にか゛てなハ゛ク゛と\"
"STR_88_1F87"," AtcKときに"
"STR_88_1F99"," てもあしも\"
"STR_88_1FA6"," て゛なくなってしまう。"
"STR_88_1FBC"," と゛んなハ゛ク゛か゛\"
"STR_88_1FCE"," おそってきても"
"STR_88_1FE0"," ゆういに\"
"STR_88_1FEC"," たたかえるように"
"STR_88_1FFF"," ハ゜-ティのへんせいを"
"STR_88_2011"," するのか゛"
"STR_88_2021"," フ゜ロのハッカ-なのさ。"
"STR_88_2038"," そのためにも\"
"STR_88_2046"," いろんなハ゛ク゛を"
"STR_88_205A"," つかまえることか゛\"
"STR_88_206B"," たいせつなんた゛よ」"
"STR_88_2096","「ハ゛トルは\"
"STR_88_20A3"," ハ゛ク゛た゛けか゛"
"STR_88_20B7"," さんか\"
"STR_88_20C2"," するのて゛はない。"
"STR_88_20D6"," ハッカ-、\"
"STR_88_20E3"," つまり きみも"
"STR_88_20F5"," ハ゛トルに さんか\"
"STR_88_2106"," て゛きるんた゛。"
"STR_88_2119"," きみか゛こうと゛う\"
"STR_88_212A"," て゛きるようになると"
"STR_88_213F"," ハッカ-コマント゛か゛"
"STR_88_2151"," ひょうし゛される"
"STR_88_2164"," このハッカ-コマント゛"
"STR_88_2176"," て゛は、"
"STR_88_2185"," ツ-ルをつかって\"
"STR_88_2195"," みかたハ゛ク゛のHPを"
"STR_88_21AB"," かいふくしたり、\"
"STR_88_21BB"," ワクチンをつかって"
"STR_88_21CF"," てきを つかまえたり\"
"STR_88_21E1"," て゛きるんた゛。"
"STR_88_21F4"," またハ゜-ティの\"
"STR_88_2204"," へんせいもて゛きるそ゛。"
"STR_88_221B"," ハッカ-コマント゛を\"
"STR_88_222D"," うまく つかえは゛"
"STR_88_2241"," ハ゛トルを ゆういに\"
"STR_88_2253"," すすめることか゛"
"STR_88_2266"," て゛きるそ゛!」"
"STR_88_228F","「ハ゛トルて゛は\"
"STR_88_229E"," フィ-ルト゛、"
"STR_88_22B0"," つまり ちけいによって"
"STR_88_22C2"," ハ゛ク゛の"
"STR_88_22D2"," のうりょくか゛\"
"STR_88_22E1"," かわることか゛ある。"
"STR_88_22F6"," ちけいは\"
"STR_88_2302"," ハ゛ク゛のメ-カ-と"
"STR_88_2317"," おなし゛て゛\"
"STR_88_2325"," 5しゅるいある。"
"STR_88_2338"," ハ゛ク゛のメ-カ-と\"
"STR_88_234A"," ちけいの しゅるいか゛"
"STR_88_2360"," おなし゛は゛あい、\"
"STR_88_2371"," そのハ゛ク゛の"
"STR_88_2383"," のうりょくか゛\"
"STR_88_2392"," アッフ゜するんた゛!"
"STR_88_23A7"," き゛ゃくに\"
"STR_88_23B4"," ちけいの しゅるいか゛"
"STR_88_23CA"," にか゛てな\"
"STR_88_23D7"," ハ゛ク゛のは゛あい"
"STR_88_23EB"," そのハ゛ク゛の\"
"STR_88_23FA"," のうりょくは"
"STR_88_240B"," タ゛ウンしてしまう。"
"STR_88_2420"," この、ちけいと\"
"STR_88_242F"," ハ゛ク゛の かんけいは"
"STR_88_2445"," ハ゛ク゛と゛うしの\"
"STR_88_2456"," かんけいと"
"STR_88_2466"," おなし゛なんた゛。"
"STR_88_247A"," ちけいは\"
"STR_88_2486"," ハ゛トルをしている"
"STR_88_249A"," は゛しょによって\"
"STR_88_24AA"," かわるそ゛。"
"STR_88_24BB"," アミラント゛や\"
"STR_88_24CA"," アミサファリエリアて゛"
"STR_88_24E0"," ハ゛トルを\"
"STR_88_24ED"," するは゛あい、"
"STR_88_24FF"," そのときの ちけいは\"
"STR_88_2511"," FEになるんた゛。"
"STR_88_2525"," た゛からアミラント゛て゛"
"STR_88_2538"," ハ゛トルをするときは"
"STR_88_254D"," ちけいと おなし゛\"
"STR_88_255E"," FEメ-カ-の"
"STR_88_2570"," ハ゛ク゛をつかうと\"
"STR_88_2581"," たたかいをゆういに"
"STR_88_2595"," すすめられるのさ」"
"STR_88_25BF","「ハ゛トルに かつと\"
"STR_88_25D0"," けいけんちか゛もらえる。"
"STR_88_25E7"," けいけんちは\"
"STR_88_25F5"," そのハ゛トルに"
"STR_88_2607"," さんかしたハ゛ク゛は\"
"STR_88_2619"," みんなもらえるんた゛。"
"STR_88_262F"," たた゛し\"
"STR_88_263B"," ハ゛トルにさんかした"
"STR_88_2650"," ハ゛ク゛か゛おおけれは゛"
"STR_88_2663"," おおいほと゛"
"STR_88_2674"," 1たいか゛もらえる\"
"STR_88_2685"," けんけんちは"
"STR_88_2696"," へってしまうそ゛。"
"STR_88_26AA"," けんけんちを\"
"STR_88_26B8"," ためると、"
"STR_88_26C8"," Ver=ハ゛-シ゛ョン"
"STR_88_26DA"," か゛アッフ゜する。"
"STR_88_26EE"," Verとは レヘ゛ルの"
"STR_88_2700"," ようなものた゛。"
"STR_88_2713"," またハ゛ク゛のなかには"
"STR_88_2725"," Verか゛あか゛ると"
"STR_88_273A"," しんかするハ゛ク゛も\"
"STR_88_274C"," いるようた゛。"
"STR_88_275E"," Verか゛\"
"STR_88_276B"," あか゛るのは、"
"STR_88_277D"," ハ゛ク゛た゛けて゛は\"
"STR_88_278F"," ないそ゛。"
"STR_88_279F"," ハッカ-し゛しんも\"
"STR_88_27B0"," けいけんをつむことて゛"
"STR_88_27C6"," Verか゛\"
"STR_88_27D3"," あか゛るんた゛。"
"STR_88_27E6"," ハッカ-のVerか゛\"
"STR_88_27F8"," あか゛ると"
"STR_88_2808"," ハ゛ク゛を つかまえる"
"STR_88_281A"," かくりつや、"
"STR_88_282B"," ハ゛トルて゛の\"
"STR_88_283A"," すは゛やさも"
"STR_88_284B"," アッフ゜するそ゛」"
"STR_88_2875","「ハ゛ク゛はワクチンて゛"
"STR_88_2887"," つかまえられる。"
"STR_88_289A"," ハ゛トルちゅうに\"
"STR_88_28AA"," つかまえたいハ゛ク゛に"
"STR_88_28C0"," ワクチンをつかうと\"
"STR_88_28D1"," ハ゛ク゛のウイルスを"
"STR_88_28E6"," し゛ょきょすることか゛"
"STR_88_28F8"," て゛きる。"
"STR_88_2908"," ウイルスを すへ゛て\"
"STR_88_291A"," し゛ょきょしてやれは゛"
"STR_88_2930"," そのハ゛ク゛を\"
"STR_88_293F"," なかまにて゛きるんた゛"
"STR_88_2955"," ワクチンにはいろいろな"
"STR_88_2967"," しゅるいか゛ある。"
"STR_88_297B"," またワクチンか゛\"
"STR_88_298B"," ききにくいは゛あいは"
"STR_88_29A0"," ハ゛ク゛を よわらせて"
"STR_88_29B2"," からつかうと"
"STR_88_29C3"," ワクチンの\"
"STR_88_29D0"," こうかか゛あか゛るそ゛"
"STR_88_29E6"," またハッカ-のVerか゛"
"STR_88_29F9"," たかいと"
"STR_88_2A08"," おなし゛ワクチンて゛も"
"STR_88_2A1A"," こうかか゛あか゛るんた゛"
"STR_88_2A31"," ワクチンは\"
"STR_88_2A3E"," ハッカ-コマント゛て゛"
"STR_88_2A54"," つかうことか゛\"
"STR_88_2A63"," て゛きるそ゛。"
"STR_88_2A75"," いつ つかまえたい\"
"STR_88_2A86"," ハ゛ク゛か゛"
"STR_88_2A97"," て゛てくるか\"
"STR_88_2AA5"," わからない。"
"STR_88_2AB6"," た゛からワクチンは\"
"STR_88_2AC7"," いつもおおめに"
"STR_88_2AD9"," もっておいたほうか゛\"
"STR_88_2AEB"," いいそ゛」"
"STR_88_2B11","メニュ-せんせい\"
"STR_88_2B20","「わたしは"
"STR_88_2B2F"," メニュ-の\"
"STR_88_2B3C"," せんもんかた゛。"
"STR_88_2B4F"," なにについて\"
"STR_88_2B5D"," ききたいかね?」"
"STR_88_2BDB","モハ゛イルについて"
"STR_88_2BE7","アクセスホ゜イントについて"
"STR_88_2BF7","アイテムのしゅるい"
"STR_88_2C03","ワクチン・ツ-ルについて"
"STR_88_2C12","チッフ゜について"
"STR_88_2C1D","ショッフ゜について"
"STR_88_2C29","ききたくない"
"STR_88_2DD7","「そうか。\"
"STR_88_2DE7"," しりたくなったら\"
"STR_88_2DF7"," また きなさい」"
"STR_88_2E20","「スタ-トホ゛タンを\"
"STR_88_2E31"," おすと、"
"STR_88_2E40"," モハ゛イルを\"
"STR_88_2E4E"," みることか゛て゛きる。"
"STR_88_2E64"," モハ゛イルて゛は\"
"STR_88_2E74"," チッフ゜やワクチンなと゛"
"STR_88_2E8B"," アイテムや、\"
"STR_88_2E99"," てもちハ゛ク゛の"
"STR_88_2EAC"," かんりか゛\"
"STR_88_2EB9"," て゛きるんた゛。"
"STR_88_2ECC"," ハ゛ク゛にチッフ゜を\"
"STR_88_2EDE"," そうひ゛させたり、"
"STR_88_2EF2"," ハ゜-ティの\"
"STR_88_2F00"," へんせいを"
"STR_88_2F10"," おこなったりするのも、"
"STR_88_2F22"," このモハ゛イルて゛"
"STR_88_2F36"," おこなうんた゛よ。"
"STR_88_2F4A"," そのほかに、つかまえた"
"STR_88_2F5C"," ハ゛ク゛のリストを"
"STR_88_2F70"," みることか゛て゛きる\"
"STR_88_2F82"," ハ゛ク゛リストや、"
"STR_88_2F96"," ハ゛トルのアニメの\"
"STR_88_2FA7"," オン・オフや"
"STR_88_2FB8"," メッセ-シ゛の\"
"STR_88_2FC7"," スヒ゜-ト゛のへんこう"
"STR_88_2FDD"," ハ゛ク゛センサ-の\"
"STR_88_2FEE"," オン・オフも"
"STR_88_2FFF"," このモハ゛イルて゛\"
"STR_88_3010"," おこなうんた゛よ。"
"STR_88_3024"," モハ゛イルはハッカ-の"
"STR_88_3036"," ひつし゛ゅひんた゛から"
"STR_88_304C"," しっかり\"
"STR_88_3058"," おほ゛えるんた゛よ」"
"STR_88_3083","「アクセスホ゜イントは\"
"STR_88_3095"," セ-フ゛をしたり、"
"STR_88_30A9"," ハ゛ク゛サイトと\"
"STR_88_30B9"," け゛んし゛つせかいを"
"STR_88_30CE"," いききしたりするときに"
"STR_88_30E0"," りようするんた゛。"
"STR_88_30F4"," また、し゛と゛うてきに"
"STR_88_3106"," ハ゛ク゛のHPの"
"STR_88_3119"," かいふくも\"
"STR_88_3126"," してくれるそ゛。"
"STR_88_3139"," そのほかにも いろんな"
"STR_88_314B"," きのうか゛ある。"
"STR_88_315E"," ハ゛ク゛サ-ハ゛-は\"
"STR_88_3170"," ハ゛ク゛をあす゛けたり"
"STR_88_3186"," ひきた゛したりする\"
"STR_88_3197"," ことか゛て゛きる。"
"STR_88_31AB"," フ゛ラウサ゛は\"
"STR_88_31BA"," ハ゛ク゛メ-カ-の"
"STR_88_31CE"," ホ-ムヘ゜-シ゛を\"
"STR_88_31DF"," みたり、"
"STR_88_31EE"," ネットオ-クションか゛"
"STR_88_3200"," て゛きるそ゛。"
"STR_88_3212"," ハ゛ク゛メ-カ-の\"
"STR_88_3223"," ホ-ムヘ゜-シ゛て゛は"
"STR_88_3239"," ハ゜スワ-ト゛を\"
"STR_88_3249"," にゅうりょくすると"
"STR_88_325D"," シ-クレットハ゛ク゛か゛"
"STR_88_3270"," てにはいるらしい。"
"STR_88_3284"," しかしハ゜スワ-ト゛は"
"STR_88_3296"," こ゛くひて゛"
"STR_88_32A7"," た゛れも\"
"STR_88_32B3"," しらないようた゛。"
"STR_88_32C7"," いろいろためしてみると"
"STR_88_32D9"," あたるかもな。"
"STR_88_32EB"," セ-フ゛するときは\"
"STR_88_32FC"," セ-フ゛のアイコンを"
"STR_88_3311"," せんたくするんた゛。"
"STR_88_3326"," タ゛イフ゛アイコンを\"
"STR_88_3338"," せんたくすると"
"STR_88_334A"," ハ゛ク゛サイトと\"
"STR_88_335A"," け゛んし゛つせかいの"
"STR_88_336F"," いききか゛\"
"STR_88_337C"," て゛きるそ゛。"
"STR_88_338E"," ハ゛ク゛サ-ハ゛-に\"
"STR_88_33A0"," あす゛けきれなくなった"
"STR_88_33B6"," ハ゛ク゛は\"
"STR_88_33C3"," コ゛ミは゛こて゛"
"STR_88_33D6"," ハ゛ク゛のテ゛-タを\"
"STR_88_33E8"," けすことか゛て゛きる。"
"STR_88_33FE"," それと、\"
"STR_88_340A"," アクセスホ゜イントには"
"STR_88_3420"," タ゛イフ゛て゛きる\"
"STR_88_3431"," ホ゜イントと、"
"STR_88_3443"," タ゛イフ゛て゛きない\"
"STR_88_3455"," ホ゜イントの"
"STR_88_3466"," 2しゅるいあるそ゛。"
"STR_88_347B"," セ-フ゛は\"
"STR_88_3488"," アクセスホ゜イントなら"
"STR_88_349E"," と゛こて゛も\"
"STR_88_34AC"," て゛きるから、"
"STR_88_34BE"," こまめにセ-フ゛する\"
"STR_88_34D0"," ようにな」"
"STR_88_34F6","「アイテムには\"
"STR_88_3504"," おおきくわけて"
"STR_88_3516"," 3つのしゅるいか゛\"
"STR_88_3527"," あるんた゛。"
"STR_88_3538"," ワクチン・ツ-ル、\"
"STR_88_3549"," チッフ゜、"
"STR_88_3559"," ハ゜スワ-ト゛か゛\"
"STR_88_356A"," その3しゅるいさ。"
"STR_88_357E"," モハ゛イルの\"
"STR_88_358C"," アイテムらんも"
"STR_88_359E"," 3つに わかれていて、"
"STR_88_35B0"," +し゛ホ゛タンの\"
"STR_88_35C4"," さゆうて゛きりかえか゛\"
"STR_88_35D7"," て゛きるそ゛。"
"STR_88_35E9"," またカ-ソルて゛\"
"STR_88_35F9"," えらんて゛いる"
"STR_88_360B"," アイテムのせつめいも\"
"STR_88_361D"," ひょうし゛されるから、"
"STR_88_3633"," なにかアイテムを\"
"STR_88_3643"," てにいれたときは"
"STR_88_3656"," そこて゛かくにんすると\"
"STR_88_3669"," いいた゛ろう。"
"STR_88_367B"," アイテムは\"
"STR_88_3688"," もっていても"
"STR_88_3699"," つかえるときと\"
"STR_88_36A8"," つかえないときか゛ある。"
"STR_88_36BF"," ワクチンは\"
"STR_88_36CC"," ハ゛ク゛を"
"STR_88_36DC"," つかまえるために\"
"STR_88_36EC"," ハ゛トルて゛しようする。"
"STR_88_3703"," ツ-ルの\"
"STR_88_370F"," リヘ゜アなと゛、"
"STR_88_3722"," ハ゛ク゛のHPを\"
"STR_88_3732"," かいふくさせるものは"
"STR_88_3747"," ハ゛トルいか゛いて゛も"
"STR_88_3759"," つかうことか゛て゛きる。"
"STR_88_3770"," た゛か゛それいか゛いの"
"STR_88_3782"," ツ-ルは ほとんと゛"
"STR_88_3797"," ハ゛トルて゛しか\"
"STR_88_37A7"," つかうことか゛"
"STR_88_37B9"," て゛きないんた゛。"
"STR_88_37CD"," またチッフ゜や\"
"STR_88_37DC"," そのほかのアイテムは"
"STR_88_37F1"," アイテムらんて゛\"
"STR_88_3801"," かくにんはて゛きるか゛"
"STR_88_3817"," つかうことは\"
"STR_88_3825"," て゛きないそ゛」"
"STR_88_384E","「ワクチンは ウイルスを"
"STR_88_3860"," し゛ょきょするものた゛"
"STR_88_3876"," ハ゛トルちゅう てきに"
"STR_88_3888"," ワクチンをつかうことて゛"
"STR_88_389F"," ハ゛ク゛のウイルスを\"
"STR_88_38B1"," し゛ょきょして"
"STR_88_38C3"," つかまえることか゛\"
"STR_88_38D4"," て゛きる。"
"STR_88_38E4"," ワクチンには\"
"STR_88_38F2"," いろいろな"
"STR_88_3902"," しゅるいか゛\"
"STR_88_3910"," あるそ゛。"
"STR_88_3920"," きほんてきに\"
"STR_88_392E"," ねた゛んか゛たかい"
"STR_88_3942"," ワクチンは\"
"STR_88_394F"," それた゛け こうかも"
"STR_88_3964"," おおきい。"
"STR_88_3974"," またFEワクチンや\"
"STR_88_3985"," ルカ゛-ワクチンなと゛"
"STR_88_399B"," とくていのメ-カ-のみ"
"STR_88_39AD"," ゆうこうな"
"STR_88_39BD"," ワクチンも\"
"STR_88_39CA"," あるんた゛。"
"STR_88_39DB"," ワクチンは\"
"STR_88_39E8"," ハ゛ク゛を"
"STR_88_39F8"," つかまえるために\"
"STR_88_3A08"," かかせないものた゛から"
"STR_88_3A1E"," いろいろためして\"
"STR_88_3A2E"," こうかを おほ゛えると"
"STR_88_3A44"," いいた゛ろう。"
"STR_88_3A56"," ツ-ルにも いろいろな"
"STR_88_3A68"," しゅるいか゛あるそ゛。"
"STR_88_3A7E"," リヘ゜アなと゛HPを\"
"STR_88_3A90"," かいふくさせるもの、"
"STR_88_3AA5"," ハ゜ワ-アッフ゜なと゛"
"STR_88_3AB7"," ハ゛トルて゛ハ゛ク゛の"
"STR_88_3ACD"," のうりょくを\"
"STR_88_3ADB"," あけ゛るものなと゛、"
"STR_88_3AF0"," やくにたつもの\"
"STR_88_3AFF"," は゛かりた゛。"
"STR_88_3B11"," ツ-ルをうまく\"
"STR_88_3B20"," つかいこなせは゛"
"STR_88_3B33"," ハ゛トルか゛うんと\"
"STR_88_3B44"," らくになるた゛ろう。"
"STR_88_3B59"," たとえは゛、"
"STR_88_3B6A"," すは゛さやか゛\"
"STR_88_3B79"," おそいハ゛ク゛に、"
"STR_88_3B8D"," スヒ゜-ト゛アッフ゜を"
"STR_88_3B9F"," つかって"
"STR_88_3BAE"," すは゛やさを\"
"STR_88_3BBC"," あけ゛たり、"
"STR_88_3BCD"," フ゜ロテクトを\"
"STR_88_3BDC"," つかって"
"STR_88_3BEB"," ほ゛うき゛ょりょくを\"
"STR_88_3BFD"," あけ゛たりて゛きるんた゛"
"STR_88_3C14"," また FEソ゛-ンや\"
"STR_88_3C26"," ルカ゛-ソ゛-ンなと゛"
"STR_88_3C3C"," ハ゛トルの ちけいを\"
"STR_88_3C4E"," かえるものや、"
"STR_88_3C60"," ショックカ゛-ト゛や\"
"STR_88_3C72"," たいねつマントといった"
"STR_88_3C88"," ハ゛ク゛に たいせいを"
"STR_88_3C9A"," つけるものなと゛"
"STR_88_3CAD"," とてもへ゛んりな\"
"STR_88_3CBD"," ツ-ルもあるんた゛。"
"STR_88_3CD2"," それそ゛れのツ-ルの\"
"STR_88_3CE4"," こうかを おほ゛えて"
"STR_88_3CF9"," ハ゛トルて゛\"
"STR_88_3D07"," うまくつかえは゛"
"STR_88_3D1A"," ヒ゜ンチを\"
"STR_88_3D27"," のりこえることか゛"
"STR_88_3D3B"," て゛きるた゛ろう」"
"STR_88_3D65","「ハッカ-は\"
"STR_88_3D72"," ハ゛ク゛にチッフ゜を"
"STR_88_3D87"," そうひ゛させることて゛"
"STR_88_3D99"," そのハ゛ク゛を"
"STR_88_3DAB"," あやつれるように\"
"STR_88_3DBB"," なるんた゛。"
"STR_88_3DCC"," た゛から、チッフ゜を\"
"STR_88_3DDE"," そうひ゛していない"
"STR_88_3DF2"," ハ゛ク゛はハ゜-ティに"
"STR_88_3E04"," くみこむことか゛"
"STR_88_3E17"," て゛きない。"
"STR_88_3E28"," チッフ゜のそうひ゛は\"
"STR_88_3E3A"," モハ゛イルて゛"
"STR_88_3E4C"," おこなうことか゛\"
"STR_88_3E5C"," て゛きるそ゛。"
"STR_88_3E6E"," チッフ゜をそうひ゛する"
"STR_88_3E80"," ハ゛ク゛をせんたくして"
"STR_88_3E96"," チッフ゜をえらへ゛は゛"
"STR_88_3EA8"," チッフ゜の"
"STR_88_3EB8"," そうひ゛か゛めんになる。"
"STR_88_3ECB"," そこて゛チッフ゜を"
"STR_88_3EDF"," そうひ゛するんた゛。"
"STR_88_3EF4"," またハ゛ク゛は\"
"STR_88_3F03"," チッフ゜をそうひ゛"
"STR_88_3F17"," するとステ-タスか゛\"
"STR_88_3F29"," アッフ゜するんた゛。"
"STR_88_3F3E"," アッフ゜する\"
"STR_88_3F4C"," ステ-タスは"
"STR_88_3F5D"," チッフ゜によって\"
"STR_88_3F6D"," かわってくるそ゛。"
"STR_88_3F81"," ハ゛ク゛か゛もっている"
"STR_88_3F93"," わさ゛によって"
"STR_88_3FA5"," チッフ゜を つかい\"
"STR_88_3FB6"," わけるといいた゛ろう。"
"STR_88_3FCC"," さらに、\"
"STR_88_3FD8"," チッフ゜のなかには"
"STR_88_3FEC"," ハ゛ク゛に たいせいを"
"STR_88_3FFE"," つけるものもあるようた゛"
"STR_88_4015"," いろいろ ためして\"
"STR_88_4026"," みると いいた゛ろう。"
"STR_88_403C"," チッフ゜は\"
"STR_88_4049"," ハッカ-ランクか゛"
"STR_88_405D"," あか゛ると\"
"STR_88_406A"," あつかえるものか゛"
"STR_88_407E"," ふえていくんた゛。"
"STR_88_4092"," たかいランクの\"
"STR_88_40A1"," チッフ゜は"
"STR_88_40B1"," それた゛けハ゛ク゛の\"
"STR_88_40C3"," ステ-タスか゛"
"STR_88_40D5"," おおきくアッフ゜する。"
"STR_88_40EB"," ハッカ-ランクか゛\"
"STR_88_40FC"," あか゛ったら、"
"STR_88_410E"," つよいチッフ゜に\"
"STR_88_411E"," そうひ゛しなおした"
"STR_88_4132"," ほうか゛いいそ゛」"
"STR_88_415C","「アイテムは\"
"STR_88_4169"," おもに、"
"STR_88_4178"," ショッフ゜て゛\"
"STR_88_4187"," かうことて゛"
"STR_88_4198"," てにいれることか゛\"
"STR_88_41A9"," て゛きる。"
"STR_88_41B9"," ショッフ゜は\"
"STR_88_41C7"," 3しゅるいあって"
"STR_88_41DA"," ワクチン・ツ-ルを\"
"STR_88_41EB"," うっているショッフ゜。"
"STR_88_4201"," チッフ゜を\"
"STR_88_420E"," うっているショッフ゜。"
"STR_88_4224"," ハ゛ク゛を\"
"STR_88_4231"," うっているショッフ゜の"
"STR_88_4247"," 3しゅるいた゛。"
"STR_88_425A"," ショッフ゜は\"
"STR_88_4268"," かうた゛けし゛ゃなくて"
"STR_88_427E"," いらないものを\"
"STR_88_428D"," うることもて゛きるんた゛"
"STR_88_42A4"," またショッフ゜によって"
"STR_88_42B6"," うっているものか゛"
"STR_88_42CA"," ちか゛うから、\"
"STR_88_42D9"," あたらしいラント゛や"
"STR_88_42EE"," テクノエリアにいったら"
"STR_88_4300"," ショッフ゜に"
"STR_88_4311"," よってみると\"
"STR_88_431F"," いいそ゛。"
"STR_88_432F"," そうそう、\"
"STR_88_433C"," ショッフ゜のなかには"
"STR_88_4351"," オトナしか\"
"STR_88_435E"," はいれない、"
"STR_88_436F"," とくへ゛つな\"
"STR_88_437D"," ショッフ゜も"
"STR_88_438E"," あるようた゛よ」"
"STR_89_86","アクセスホ゜イントを\"
"STR_89_97","つかうことか゛て゛きない。"
"STR_89_AE","かいせんか゛\"
"STR_89_BB","きれているようた゛"
"STR_89_E4","「ここは\"
"STR_89_EF"," カ゛-テ゛ィアンの"
"STR_89_103"," かくラント゛\"
"STR_89_111"," しふ゛て゛す。"
"STR_89_123"," ほかの\"
"STR_89_12E"," カ゛-テ゛ィアンの"
"STR_89_142"," ハッカ-たちと\"
"STR_89_151"," ハ゛トルや"
"STR_89_161"," ツ-ル、\"
